날짜,시가,고가,저가,종가,거래량,등락률
2019-01-02,0,0,0,51618,0,0.0
2019-01-03,0,0,0,51618,0,0.0
2019-01-04,0,0,0,51618,0,0.0
2019-01-07,0,0,0,51618,0,0.0
2019-01-08,0,0,0,51618,0,0.0
2019-01-09,0,0,0,51618,0,0.0
2019-01-10,0,0,0,51618,0,0.0
2019-01-11,0,0,0,51618,0,0.0
2019-01-14,0,0,0,51618,0,0.0
2019-01-15,0,0,0,51618,0,0.0
2019-01-16,0,0,0,51618,0,0.0
2019-01-17,0,0,0,51618,0,0.0
2019-01-18,0,0,0,51618,0,0.0
2019-01-21,0,0,0,51618,0,0.0
2019-01-22,0,0,0,51618,0,0.0
2019-01-23,0,0,0,51618,0,0.0
2019-01-24,0,0,0,51618,0,0.0
2019-01-25,0,0,0,51618,0,0.0
2019-01-28,0,0,0,51618,0,0.0
2019-01-29,0,0,0,51618,0,0.0
2019-01-30,0,0,0,51618,0,0.0
2019-01-31,0,0,0,51618,0,0.0
