날짜,시가,고가,저가,종가,거래량,등락률
2020-03-02,0,0,0,25849,0,0.0
2020-03-03,0,0,0,25849,0,0.0
2020-03-04,0,0,0,25849,0,0.0
2020-03-05,0,0,0,25849,0,0.0
2020-03-06,0,0,0,25849,0,0.0
2020-03-09,0,0,0,25849,0,0.0
2020-03-10,0,0,0,25849,0,0.0
2020-03-11,0,0,0,25849,0,0.0
2020-03-12,0,0,0,25849,0,0.0
2020-03-13,0,0,0,25849,0,0.0
2020-03-16,0,0,0,25849,0,0.0
2020-03-17,0,0,0,25849,0,0.0
2020-03-18,0,0,0,25849,0,0.0
2020-03-19,0,0,0,25849,0,0.0
2020-03-20,0,0,0,25849,0,0.0
2020-03-23,0,0,0,25849,0,0.0
2020-03-24,0,0,0,25849,0,0.0
2020-03-25,0,0,0,25849,0,0.0
2020-03-26,0,0,0,25849,0,0.0
2020-03-27,0,0,0,25849,0,0.0
2020-03-30,0,0,0,25849,0,0.0
2020-03-31,0,0,0,25849,0,0.0
